PPI_partner.Gene,PPI_partner.ORF,Ortholog.Species,State,PPI.NA,Ortholog.GeneA,Ortholog.GeneB,Ortholog.GeneAnc,PPI.Ortholog.GeneA,PPI.Ortholog.GeneB,PPI.Ortholog.Anc,PPI.A_div_B,PPI.Scer,PPI.Vehicle
YBR025C,OLA1,N.castellii,AB,A,,NCAS0D03820,,,4289.0,,0.00023315458148752622,NA,0.0
YBR025C,OLA1,T.phaffii,AB,B,TPHA0E02830,,,13146.0,,,13146.0,NA,0.0
YBR025C,OLA1,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,0.0,0.0,0.0,1.0,NA,0.0
YIR006C,PAN1,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,63654.0,95969.5,,0.663273227431632,51756.25,4707.5
YIR006C,PAN1,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,73456.5,6197.5,,11.852601855586931,51756.25,4707.5
YIR006C,PAN1,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,95427.25,2497.75,,38.205284756280655,51756.25,4707.5
YIR006C,PAN1,S.cerevisiae,A,No,YPL204W,,,51757.25,,,51757.25,51756.25,4707.5
YIR006C,PAN1,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,111744.75,22138.0,,5.0476443219803055,51756.25,4707.5
YIR006C,PAN1,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,101.75,92661.5,,0.0010980828067751979,51756.25,4707.5
YIR006C,PAN1,C.glabrata,B,No,,CAGL0H03553g,,,41212.25,,2.426463005538402e-05,51756.25,4707.5
YIR006C,PAN1,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,72990.25,1.0,51756.25,4707.5
YIR006C,PAN1,N.castellii,AB,A,,NCAS0D03820,,,76725.0,,1.3033561420658195e-05,51756.25,4707.5
YIR006C,PAN1,S.mikatae,A,A,Smik_6.409,,,68828.0,,,68828.0,51756.25,4707.5
YIR006C,PAN1,T.delbrueckii,Anc,No,,,TDEL0E05230,,,100070.0,1.0,51756.25,4707.5
YIR006C,PAN1,S.kudriavzevii,A,No,Skud_16.75,,,72460.0,,,72460.0,51756.25,4707.5
YIR006C,PAN1,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,4707.5,4707.5,4707.5,1.0,51756.25,4707.5
YIR006C,PAN1,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,2953.25,102821.75,,0.028722035950564932,51756.25,4707.5
YIR006C,PAN1,S.bayanusvar.uvarum,A,No,Suva_16.102,,,91562.75,,,91562.75,51756.25,4707.5
YGR087C,PDC6,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,4339.75,3895.5,,1.1140418431523553,6298.0,4867.0
YGR087C,PDC6,S.kudriavzevii,A,No,Skud_16.75,,,4220.0,,,4220.0,6298.0,4867.0
YGR087C,PDC6,S.mikatae,A,No,Smik_6.409,,,6571.25,,,6571.25,6298.0,4867.0
YGR087C,PDC6,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,64.0,3653.25,,0.01751864777937453,6298.0,4867.0
YGR087C,PDC6,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,13300.0,2240.25,,5.936837406539449,6298.0,4867.0
YGR087C,PDC6,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,4525.0,8518.0,,0.5312279877905611,6298.0,4867.0
YGR087C,PDC6,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,7216.75,2625.0,,2.7492380952380953,6298.0,4867.0
YGR087C,PDC6,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,4867.0,4867.0,4867.0,1.0,6298.0,4867.0
YGR087C,PDC6,S.bayanusvar.uvarum,A,No,Suva_16.102,,,4385.75,,,4385.75,6298.0,4867.0
YGR087C,PDC6,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,5390.0,8003.75,,0.6734343276589099,6298.0,4867.0
YGR087C,PDC6,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,6201.0,10913.75,,0.5681823387928072,6298.0,4867.0
YGR087C,PDC6,S.cerevisiae,A,No,YPL204W,,,6299.0,,,6299.0,6298.0,4867.0
YGR087C,PDC6,T.delbrueckii,Anc,No,,,TDEL0E05230,,,9192.75,1.0,6298.0,4867.0
YGR087C,PDC6,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,6109.5,1.0,6298.0,4867.0
YGR087C,PDC6,C.glabrata,B,No,,CAGL0H03553g,,,1591.5,,0.0006283380458686773,6298.0,4867.0
YPL058C,PDR12,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,4530.75,9883.0,,0.4584387331781848,5498.75,5804.0
YPL058C,PDR12,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,6681.25,3914.5,,1.7067952484353046,5498.75,5804.0
YPL058C,PDR12,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,2154.5,9065.25,,0.23766581175367474,5498.75,5804.0
YPL058C,PDR12,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,10682.5,21771.0,,0.4906756694685591,5498.75,5804.0
YPL058C,PDR12,S.bayanusvar.uvarum,A,No,Suva_16.102,,,6961.75,,,6961.75,5498.75,5804.0
YPL058C,PDR12,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,10008.75,4164.5,,2.40334974186577,5498.75,5804.0
YPL058C,PDR12,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,3978.0,8477.25,,0.46925594974785456,5498.75,5804.0
YPL058C,PDR12,S.kudriavzevii,A,No,Skud_16.75,,,5077.75,,,5077.75,5498.75,5804.0
YPL058C,PDR12,T.delbrueckii,Anc,No,,,TDEL0E05230,,,10038.25,1.0,5498.75,5804.0
YPL058C,PDR12,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,5804.0,5804.0,5804.0,1.0,5498.75,5804.0
YPL058C,PDR12,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,4497.0,3262.0,,1.3786020846106684,5498.75,5804.0
YPL058C,PDR12,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,4113.75,1.0,5498.75,5804.0
YPL058C,PDR12,S.mikatae,A,No,Smik_6.409,,,5996.75,,,5996.75,5498.75,5804.0
YPL058C,PDR12,S.cerevisiae,A,No,YPL204W,,,5499.75,,,5499.75,5498.75,5804.0
YOL147C,PEX11,N.dairenensis,AB,A,,NDAI0I01070,,,6264.25,,0.00015963602985193757,6527.0,6100.0
YOL147C,PEX11,S.bayanusvar.uvarum,A,A,Suva_16.102,,,4845.75,,,4845.75,6527.0,6100.0
YOL147C,PEX11,S.cerevisiae,A,A,YPL204W,,,6528.0,,,6528.0,6527.0,6100.0
YOL147C,PEX11,T.delbrueckii,Anc,No,,,TDEL0E05230,,,5662.75,1.0,6527.0,6100.0
YOL147C,PEX11,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,2412.5,2673.25,,0.9024595529785842,6527.0,6100.0
YOL147C,PEX11,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,5301.75,4482.75,,1.1827003513468295,6527.0,6100.0
YOL147C,PEX11,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,5419.0,3979.5,,1.3617288604095992,6527.0,6100.0
YOL147C,PEX11,S.kudriavzevii,A,No,Skud_16.75,,,5258.25,,,5258.25,6527.0,6100.0
YOL147C,PEX11,S.mikatae,A,No,Smik_6.409,,,5914.0,,,5914.0,6527.0,6100.0
YOL147C,PEX11,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,6162.75,11480.0,,0.5368249128919861,6527.0,6100.0
YOL147C,PEX11,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,6100.0,6100.0,6100.0,1.0,6527.0,6100.0
YOL147C,PEX11,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,4718.75,1.0,6527.0,6100.0
YOL147C,PEX11,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,5828.75,5049.5,,1.1543222101198138,6527.0,6100.0
YOL147C,PEX11,C.glabrata,B,No,,CAGL0H03553g,,,4032.0,,0.000248015873015873,6527.0,6100.0
YOL147C,PEX11,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,5214.75,3349.5,,1.556874160322436,6527.0,6100.0
YDL065C,PEX19,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,12149.0,5061.0,,2.40051373246394,9024.0,6197.25
YDL065C,PEX19,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,15333.75,23496.75,,0.6525902518433401,9024.0,6197.25
YDL065C,PEX19,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,4642.0,15331.25,,0.30278026905829597,9024.0,6197.25
YDL065C,PEX19,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,3713.0,20884.5,,0.17778735425794248,9024.0,6197.25
YDL065C,PEX19,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,5043.0,1.0,9024.0,6197.25
YDL065C,PEX19,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,1645.25,6383.75,,0.257724691599765,9024.0,6197.25
YDL065C,PEX19,T.delbrueckii,Anc,No,,,TDEL0E05230,,,16231.0,1.0,9024.0,6197.25
YDL065C,PEX19,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,6981.5,4919.0,,1.4192925391339704,9024.0,6197.25
YDL065C,PEX19,S.mikatae,A,No,Smik_6.409,,,8378.75,,,8378.75,9024.0,6197.25
YDL065C,PEX19,S.kudriavzevii,A,No,Skud_16.75,,,6656.0,,,6656.0,9024.0,6197.25
YDL065C,PEX19,S.cerevisiae,A,No,YPL204W,,,9025.0,,,9025.0,9024.0,6197.25
YDL065C,PEX19,C.glabrata,B,No,,CAGL0H03553g,,,4796.0,,0.0002085070892410342,9024.0,6197.25
YDL065C,PEX19,S.bayanusvar.uvarum,A,No,Suva_16.102,,,12014.75,,,12014.75,9024.0,6197.25
YDL065C,PEX19,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,6197.25,6197.25,6197.25,1.0,9024.0,6197.25
YDL065C,PEX19,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,5589.75,19331.75,,0.2891486802798505,9024.0,6197.25
YLR324W,PEX30,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,2637.25,5311.0,,0.4965637356430051,6082.5,4831.75
YLR324W,PEX30,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,1090.0,5291.5,,0.20599073986582256,6082.5,4831.75
YLR324W,PEX30,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,4831.75,4831.75,4831.75,1.0,6082.5,4831.75
YLR324W,PEX30,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,11843.25,4312.75,,2.746101675265202,6082.5,4831.75
YLR324W,PEX30,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,3468.25,4434.5,,0.7821062126508062,6082.5,4831.75
YLR324W,PEX30,S.kudriavzevii,A,No,Skud_16.75,,,4942.5,,,4942.5,6082.5,4831.75
YLR324W,PEX30,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,4827.75,3367.5,,1.4336302895322939,6082.5,4831.75
YLR324W,PEX30,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,1912.75,4974.0,,0.38454965822275833,6082.5,4831.75
YLR324W,PEX30,S.cerevisiae,A,No,YPL204W,,,6083.5,,,6083.5,6082.5,4831.75
YLR324W,PEX30,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,5150.0,2100.75,,2.4515054147328335,6082.5,4831.75
YLR324W,PEX30,S.mikatae,A,No,Smik_6.409,,,5432.25,,,5432.25,6082.5,4831.75
YLR324W,PEX30,T.delbrueckii,Anc,No,,,TDEL0E05230,,,8857.75,1.0,6082.5,4831.75
YLR324W,PEX30,C.glabrata,B,No,,CAGL0H03553g,,,4171.25,,0.000239736290080911,6082.5,4831.75
YLR324W,PEX30,S.bayanusvar.uvarum,A,No,Suva_16.102,,,2053.0,,,2053.0,6082.5,4831.75
YLR324W,PEX30,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,2950.25,1.0,6082.5,4831.75
YMR105C,PGM2,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,3571.5,17780.75,,0.20086329316817345,8689.25,NA
YMR105C,PGM2,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,37118.25,8863.0,,4.18800067697168,8689.25,NA
YMR105C,PGM2,S.bayanusvar.uvarum,A,No,Suva_16.102,,,16710.25,,,16710.25,8689.25,NA
YMR105C,PGM2,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,12899.0,2736.5,,4.713685364516718,8689.25,NA
YMR105C,PGM2,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,5840.0,23706.0,,0.24635113473382267,8689.25,NA
YMR105C,PGM2,S.cerevisiae,A,No,YPL204W,,,8690.25,,,8690.25,8689.25,NA
YMR105C,PGM2,S.kudriavzevii,A,No,Skud_16.75,,,3019.75,,,3019.75,8689.25,NA
YMR105C,PGM2,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,685.5,8851.0,,0.07744887583323919,8689.25,NA
YMR105C,PGM2,T.phaffii,AB,A,,TPHA0J02370,,,908.0,,0.0011013215859030838,8689.25,NA
YMR105C,PGM2,T.delbrueckii,Anc,No,,,TDEL0E05230,,,29311.75,1.0,8689.25,NA
YMR105C,PGM2,N.dairenensis,AB,A,,NDAI0I01070,,,23734.25,,4.2133204124840685e-05,8689.25,NA
YMR105C,PGM2,S.mikatae,A,A,Smik_6.409,,,7075.5,,,7075.5,8689.25,NA
YMR105C,PGM2,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,9010.0,1.0,8689.25,NA
YCL057W,PRD1,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,5688.5,4340.0,,1.3107142857142857,6167.25,6434.5
YCL057W,PRD1,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,5873.0,5356.75,,1.096373734073832,6167.25,6434.5
YCL057W,PRD1,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,2941.0,6220.5,,0.47279157623985213,6167.25,6434.5
YCL057W,PRD1,S.mikatae,A,No,Smik_6.409,,,6232.0,,,6232.0,6167.25,6434.5
YCL057W,PRD1,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,8662.25,5036.5,,1.719894768192197,6167.25,6434.5
YCL057W,PRD1,C.glabrata,B,No,,CAGL0H03553g,,,3655.75,,0.0002735416809136292,6167.25,6434.5
YCL057W,PRD1,S.bayanusvar.uvarum,A,No,Suva_16.102,,,2441.5,,,2441.5,6167.25,6434.5
YCL057W,PRD1,S.cerevisiae,A,No,YPL204W,,,6168.25,,,6168.25,6167.25,6434.5
YCL057W,PRD1,S.kudriavzevii,A,No,Skud_16.75,,,5093.0,,,5093.0,6167.25,6434.5
YCL057W,PRD1,T.delbrueckii,Anc,No,,,TDEL0E05230,,,5926.5,1.0,6167.25,6434.5
YCL057W,PRD1,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,6434.5,6434.5,6434.5,1.0,6167.25,6434.5
YCL057W,PRD1,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,5409.25,5669.5,,0.9540964811711791,6167.25,6434.5
YCL057W,PRD1,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,3918.0,5326.0,,0.7356365001877582,6167.25,6434.5
YCL057W,PRD1,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,6314.0,4514.0,,1.3987594151528577,6167.25,6434.5
YCL057W,PRD1,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,4435.75,1.0,6167.25,6434.5
YDR032C,PST2,C.glabrata,B,No,,CAGL0H03553g,,,4744.0,,0.00021079258010118043,9325.0,4715.0
YDR032C,PST2,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,32716.5,9538.75,,3.4298519198008126,9325.0,4715.0
YDR032C,PST2,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,23867.0,5167.5,,4.6186744073536525,9325.0,4715.0
YDR032C,PST2,S.bayanusvar.uvarum,A,No,Suva_16.102,,,19228.75,,,19228.75,9325.0,4715.0
YDR032C,PST2,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,5024.5,9235.0,,0.5440714672441798,9325.0,4715.0
YDR032C,PST2,S.cerevisiae,A,No,YPL204W,,,9326.0,,,9326.0,9325.0,4715.0
YDR032C,PST2,N.dairenensis,AB,A,,NDAI0I01070,,,23556.0,,4.2452029206996094e-05,9325.0,4715.0
YDR032C,PST2,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,7460.75,22200.25,,0.33606603529239537,9325.0,4715.0
YDR032C,PST2,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,4590.25,22107.75,,0.2076308082007441,9325.0,4715.0
YDR032C,PST2,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,4715.0,4715.0,4715.0,1.0,9325.0,4715.0
YDR032C,PST2,T.delbrueckii,Anc,No,,,TDEL0E05230,,,27208.25,1.0,9325.0,4715.0
YDR032C,PST2,S.kudriavzevii,A,No,Skud_16.75,,,11188.25,,,11188.25,9325.0,4715.0
YDR032C,PST2,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,12593.75,3655.0,,3.44562243502052,9325.0,4715.0
YDR032C,PST2,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,6806.25,1.0,9325.0,4715.0
YDR032C,PST2,S.mikatae,A,No,Smik_6.409,,,10366.5,,,10366.5,9325.0,4715.0
YLR196W,PWP1,S.mikatae,A,No,Smik_6.409,,,3486.0,,,3486.0,NA,NA
YLR196W,PWP1,N.dairenensis,AB,A,,NDAI0I01070,,,1685.5,,0.0005932957579353308,NA,NA
YLR196W,PWP1,T.blattae,AB,A,,TBLA0B05310,,,1806.5,,0.0005535566011624688,NA,NA
YLR196W,PWP1,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,14414.0,6286.25,,2.2929409425333067,NA,NA
YLR196W,PWP1,T.phaffii,AB,B,TPHA0E02830,,,1225.25,,,1225.25,NA,NA
YLR196W,PWP1,T.delbrueckii,Anc,No,,,TDEL0E05230,,,4143.75,1.0,NA,NA
YLR196W,PWP1,S.bayanusvar.uvarum,A,No,Suva_16.102,,,535.25,,,535.25,NA,NA
YLR196W,PWP1,K.naganishii,AB,A,,KNAG0F01980,,,3162.5,,0.00031620553359683795,NA,NA
YPR184W,REP2,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,4971.25,7567.0,,0.6569644509052465,6596.25,5620.5
YPR184W,REP2,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,7825.0,6635.25,,1.179307486530274,6596.25,5620.5
YPR184W,REP2,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,4952.5,10127.75,,0.48900298684307963,6596.25,5620.5
YPR184W,REP2,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,11371.0,6382.0,,1.7817298652460043,6596.25,5620.5
YPR184W,REP2,C.glabrata,B,No,,CAGL0H03553g,,,2023.25,,0.0004942542938341777,6596.25,5620.5
YPR184W,REP2,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,5620.5,5620.5,5620.5,1.0,6596.25,5620.5
YPR184W,REP2,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,2178.5,4055.0,,0.5372379778051788,6596.25,5620.5
YPR184W,REP2,N.dairenensis,AB,A,,NDAI0I01070,,,6853.0,,0.00014592149423610097,6596.25,5620.5
YPR184W,REP2,S.mikatae,A,A,Smik_6.409,,,6294.75,,,6294.75,6596.25,5620.5
YPR184W,REP2,S.cerevisiae,A,A,YPL204W,,,6597.25,,,6597.25,6596.25,5620.5
YPR184W,REP2,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,5895.5,4737.0,,1.2445640700865526,6596.25,5620.5
YPR184W,REP2,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,4773.5,1.0,6596.25,5620.5
YPR184W,REP2,S.kudriavzevii,A,No,Skud_16.75,,,5034.75,,,5034.75,6596.25,5620.5
YPR184W,REP2,S.bayanusvar.uvarum,A,No,Suva_16.102,,,5704.0,,,5704.0,6596.25,5620.5
YPR184W,REP2,T.delbrueckii,Anc,No,,,TDEL0E05230,,,7577.5,1.0,6596.25,5620.5
YPR189W,REP2,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,5638.25,4423.0,,1.2747569522948226,6295.0,5616.5
YPR189W,REP2,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,5502.5,6649.5,,0.8275058275058275,6295.0,5616.5
YPR189W,REP2,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,6934.75,5739.5,,1.2082498475476957,6295.0,5616.5
YPR189W,REP2,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,3560.0,4314.0,,0.8252202132591563,6295.0,5616.5
YPR189W,REP2,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,3743.25,6115.5,,0.6120922246750061,6295.0,5616.5
YPR189W,REP2,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,5326.0,5485.0,,0.9710118505013674,6295.0,5616.5
YPR189W,REP2,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,4655.5,1.0,6295.0,5616.5
YPR189W,REP2,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,6133.0,4561.25,,1.344587558235133,6295.0,5616.5
YPR189W,REP2,C.glabrata,B,No,,CAGL0H03553g,,,4608.5,,0.00021699034392969513,6295.0,5616.5
YPR189W,REP2,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,5616.5,5616.5,5616.5,1.0,6295.0,5616.5
YPR189W,REP2,S.mikatae,A,No,Smik_6.409,,,5438.75,,,5438.75,6295.0,5616.5
YPR189W,REP2,S.cerevisiae,A,No,YPL204W,,,6296.0,,,6296.0,6295.0,5616.5
YPR189W,REP2,S.kudriavzevii,A,No,Skud_16.75,,,5920.5,,,5920.5,6295.0,5616.5
YPR189W,REP2,S.bayanusvar.uvarum,A,No,Suva_16.102,,,5344.5,,,5344.5,6295.0,5616.5
YPR189W,REP2,T.delbrueckii,Anc,No,,,TDEL0E05230,,,5052.25,1.0,6295.0,5616.5
YPR187W,REP2,T.phaffii,AB,A,,TPHA0J02370,,,572.0,,0.0017482517482517483,4391.0,NA
YPR187W,REP2,K.africana,AB,B,KAFR0K00320,,,4567.5,,,4567.5,4391.0,NA
YPR187W,REP2,S.mikatae,A,B,Smik_6.409,,,2549.5,,,2549.5,4391.0,NA
YPR187W,REP2,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,0.0,1.0,4391.0,NA
YPR187W,REP2,S.cerevisiae,A,No,YPL204W,,,4392.0,,,4392.0,4391.0,NA
YPR187W,REP2,T.blattae,AB,B,TBLA0A02040,,,3328.25,,,3328.25,4391.0,NA
YPR187W,REP2,V.polyspora,AB,B,Kpol_1002.53,,,3899.0,,,3899.0,4391.0,NA
YPR187W,REP2,K.naganishii,AB,A,,KNAG0F01980,,,4394.0,,0.0002275830678197542,4391.0,NA
YFR051C,RET2,S.cerevisiae,A,A,YPL204W,,,6007.25,,,6007.25,6006.25,5134.75
YFR051C,RET2,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,5134.75,5134.75,5134.75,1.0,6006.25,5134.75
YFR051C,RET2,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,5487.0,1.0,6006.25,5134.75
YFR051C,RET2,S.mikatae,A,No,Smik_6.409,,,5904.0,,,5904.0,6006.25,5134.75
YFR051C,RET2,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,15125.25,2914.75,,5.189210052320096,6006.25,5134.75
YFR051C,RET2,T.delbrueckii,Anc,No,,,TDEL0E05230,,,18010.25,1.0,6006.25,5134.75
YFR051C,RET2,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,19325.25,13489.25,,1.4326408065681933,6006.25,5134.75
YFR051C,RET2,S.kudriavzevii,A,No,Skud_16.75,,,6097.25,,,6097.25,6006.25,5134.75
YFR051C,RET2,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,6563.25,2946.0,,2.2278513238289204,6006.25,5134.75
YFR051C,RET2,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,4133.25,14312.75,,0.2887809819915809,6006.25,5134.75
YFR051C,RET2,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,5055.0,15802.5,,0.3198860939724727,6006.25,5134.75
YFR051C,RET2,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,1359.25,14888.0,,0.09129836109618485,6006.25,5134.75
YFR051C,RET2,S.bayanusvar.uvarum,A,No,Suva_16.102,,,6481.5,,,6481.5,6006.25,5134.75
YFR051C,RET2,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,2609.25,5387.0,,0.484360497493967,6006.25,5134.75
YFR051C,RET2,C.glabrata,B,No,,CAGL0H03553g,,,3596.0,,0.00027808676307007786,6006.25,5134.75
YBR052C,RFS1,T.delbrueckii,Anc,No,,,TDEL0E05230,,,13406.75,1.0,7043.25,6159.75
YBR052C,RFS1,S.bayanusvar.uvarum,A,No,Suva_16.102,,,9367.25,,,9367.25,7043.25,6159.75
YBR052C,RFS1,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,1038.5,12567.75,,0.08263213383461637,7043.25,6159.75
YBR052C,RFS1,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,5731.75,11464.5,,0.49995638710802914,7043.25,6159.75
YBR052C,RFS1,C.glabrata,B,No,,CAGL0H03553g,,,1.0,,1.0,7043.25,6159.75
YBR052C,RFS1,S.kudriavzevii,A,No,Skud_16.75,,,5751.75,,,5751.75,7043.25,6159.75
YBR052C,RFS1,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,6215.75,10189.5,,0.610015211737573,7043.25,6159.75
YBR052C,RFS1,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,7470.5,4729.25,,1.5796373632182692,7043.25,6159.75
YBR052C,RFS1,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,12229.25,4478.25,,2.730810026237928,7043.25,6159.75
YBR052C,RFS1,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,3062.5,5979.0,,0.5122093995651447,7043.25,6159.75
YBR052C,RFS1,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,17773.25,10572.75,,1.6810432479723818,7043.25,6159.75
YBR052C,RFS1,S.mikatae,A,No,Smik_6.409,,,7183.0,,,7183.0,7043.25,6159.75
YBR052C,RFS1,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,4797.75,1.0,7043.25,6159.75
YBR052C,RFS1,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,6159.75,6159.75,6159.75,1.0,7043.25,6159.75
YBR052C,RFS1,S.cerevisiae,A,No,YPL204W,,,7044.25,,,7044.25,7043.25,6159.75
YPL198W,RPL7B,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,29844.85227,1.0,15744.83333,468.125
YPL198W,RPL7B,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,37417.01087,28206.36957,,1.3265447287408565,15744.83333,468.125
YPL198W,RPL7B,T.delbrueckii,Anc,No,,,TDEL0E05230,,,55997.34043,1.0,15744.83333,468.125
YPL198W,RPL7B,S.bayanusvar.uvarum,A,No,Suva_16.102,,,38859.33333,,,38859.33333,15744.83333,468.125
YPL198W,RPL7B,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,7857.525,60263.17391,,0.1303868430782424,15744.83333,468.125
YPL198W,RPL7B,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,57116.70213,18632.95556,,3.065359220445648,15744.83333,468.125
