Miniarray.ORF,Construct_ID,mean,sd,N,Construct,GeneID,MSA_order,Phylo_order,Array_order,Species,Gene,Pos,Species_position,Miniarray.Gene,Protein.Removed
AKR1,pKB11.16.YDR264C,4973.5,NA,1,pKB11,16,11,15,17,V.polyspora,Kpol_1033.51,B,V.polyspora(A),YDR264C,0
AKR1,pKB11.25.YDR264C,6342.75,1975.302793,2,pKB11,25,4,1,17,S.cerevisiae,YPL204W,A,S.cerevisiae(A),YDR264C,0
AKR1,pKB11.2.YDR264C,5801,470.2260095,2,pKB11,2,16,10,17,K.africana,KAFR0K00320,A,Z.rouxii(Anc),YDR264C,0
AKR1,pKB11.8.YDR264C,4887.5,128.6934342,2,pKB11,8,17,12,17,K.naganishii,KNAG0D01130,A,K.naganishii(B),YDR264C,0
AKR1,pKB11.13.YDR264C,1750.25,1700.238255,2,pKB11,13,18,6,17,N.castellii,NCAS0A01090,A,K.africana(B),YDR264C,0
AKR1,pKB11.22.YDR264C,3124.5,970.8576106,2,pKB11,22,22,23,17,H. sapiens,CSNK1A1,,H. sapiens(CSNK1A1),YDR264C,0
AKR1,pKB11.21.YDR264C,2799,3136.725681,2,pKB11,21,21,22,17,H. sapiens,CSNK1E,,H. sapiens(CSNK1E),YDR264C,0
AKR1,pKB11.18.YDR264C,2356.75,124.8043469,2,pKB11,18,20,17,17,T.phaffii,TPHA0J02370,B,N.castellii(B),YDR264C,0
AKR1,pKB11.9.YDR264C,4206.75,1095.661957,2,pKB11,9,5,20,17,Z.rouxii,ZYRO0G08866g,Anc,N.dairenensis(B),YDR264C,0
AKR1,pKB11.19.YDR264C,5987.75,411.8897,2,pKB11,19,10,9,17,N.dairenensis,NDAI0I01070,B,K.naganishii(A),YDR264C,0
AKR1,pKB11.26.YDR264C,6065.75,2060.862714,2,pKB11,26,26,26,17,Vehicle,Vehicle,,Vehicle,YDR264C,0
AKR1,pKB11.20.YDR264C,5567.25,996.6670081,2,pKB11,20,12,16,17,T.phaffii,TPHA0E02830,A,V.polyspora(B),YDR264C,0
AKR1,pKB11.15.YDR264C,2790.25,2738.27101,2,pKB11,15,8,7,17,N.castellii,NCAS0D03820,B,T.blattae(B),YDR264C,0
AKR1,pKB11.5.YDR264C,5595,292.7422074,2,pKB11,5,15,11,17,K.africana,KAFR0C02290,B,C.glabrata(B),YDR264C,0
AKR1,pKB11.12.YDR264C,72569.25,7560.032151,2,pKB11,12,6,21,17,T.delbrueckii,TDEL0E05230,Anc,T.phaffii(A),YDR264C,0
AKR1,pKB11.10.YDR264C,4837.5,NA,1,pKB11,10,7,5,17,C.glabrata,CAGL0H03553g,B,S.kudriavzevii(A),YDR264C,0
AKR1,pKB11.14.YDR264C,4494.75,1298.601604,2,pKB11,14,14,14,17,V.polyspora,Kpol_1002.53,A,N.castellii(A),YDR264C,0
AKR1,pKB11.3.YDR264C,5088.25,1210.213256,2,pKB11,3,25,18,17,T.blattae,TBLA0A02040,A,N.dairenensis(A),YDR264C,0
AKR1,pKB11.4.YDR264C,4736.5,1286.227235,2,pKB11,4,2,3,17,S.kudriavzevii,Skud_16.75,A,K.africana(A),YDR264C,0
AKR1,pKB11.7.YDR264C,6056,356.3818177,2,pKB11,7,3,4,17,S.mikatae,Smik_6.409,A,T.blattae(A),YDR264C,0
AKR1,pKB11.1.YDR264C,4598.25,859.4882925,2,pKB11,1,1,2,17,S.bayanusvar.uvarum,Suva_16.102,A,S.bayanusvar.uvarum(A),YDR264C,0
ALO1,pKB11.21.YML086C,19541,1842.720272,2,pKB11,21,21,22,94,H. sapiens,CSNK1E,,H. sapiens(CSNK1E),YML086C,0
ALO1,pKB11.25.YML086C,6834.5,NA,1,pKB11,25,4,1,94,S.cerevisiae,YPL204W,A,S.cerevisiae(A),YML086C,0
ALO1,pKB11.7.YML086C,4377,673.8727625,2,pKB11,7,3,4,94,S.mikatae,Smik_6.409,A,T.blattae(A),YML086C,0
ALO1,pKB11.18.YML086C,9291.5,1617.153209,2,pKB11,18,20,17,94,T.phaffii,TPHA0J02370,B,N.castellii(B),YML086C,0
ALO1,pKB11.3.YML086C,835.5,NA,1,pKB11,3,25,18,94,T.blattae,TBLA0A02040,A,N.dairenensis(A),YML086C,0
ALO1,pKB11.22.YML086C,250,NA,1,pKB11,22,22,23,94,H. sapiens,CSNK1A1,,H. sapiens(CSNK1A1),YML086C,0
ALO1,pKB11.2.YML086C,9088.25,1468.307231,2,pKB11,2,16,10,94,K.africana,KAFR0K00320,A,Z.rouxii(Anc),YML086C,0
ALO1,pKB11.20.YML086C,7195.75,927.3705435,2,pKB11,20,12,16,94,T.phaffii,TPHA0E02830,A,V.polyspora(B),YML086C,0
ALO1,pKB11.24.YML086C,4302,1141.270345,2,pKB11,24,24,25,94,H. sapiens,CSNK1A1L,,H. sapiens(CSNK1A1L),YML086C,0
ALO1,pKB11.8.YML086C,3041.75,1639.427072,2,pKB11,8,17,12,94,K.naganishii,KNAG0D01130,A,K.naganishii(B),YML086C,0
ALO1,pKB11.14.YML086C,4478.25,3716.906795,2,pKB11,14,14,14,94,V.polyspora,Kpol_1002.53,A,N.castellii(A),YML086C,0
ALO1,pKB11.9.YML086C,2147,NA,1,pKB11,9,5,20,94,Z.rouxii,ZYRO0G08866g,Anc,N.dairenensis(B),YML086C,0
ALO1,pKB11.26.YML086C,3574,NA,1,pKB11,26,26,26,94,Vehicle,Vehicle,,Vehicle,YML086C,0
ALO1,pKB11.1.YML086C,2538.25,2082.783024,2,pKB11,1,1,2,94,S.bayanusvar.uvarum,Suva_16.102,A,S.bayanusvar.uvarum(A),YML086C,0
ALO1,pKB11.19.YML086C,8528.5,1113.69318,2,pKB11,19,10,9,94,N.dairenensis,NDAI0I01070,B,K.naganishii(A),YML086C,0
ALO1,pKB11.11.YML086C,7195.75,573.1100462,2,pKB11,11,9,13,94,K.naganishii,KNAG0F01980,B,T.delbrueckii(Anc),YML086C,0
ALO1,pKB11.6.YML086C,10299,1062.074385,2,pKB11,6,13,19,94,T.blattae,TBLA0B05310,B,T.phaffii(B),YML086C,0
ALO1,pKB11.16.YML086C,3464.5,NA,1,pKB11,16,11,15,94,V.polyspora,Kpol_1033.51,B,V.polyspora(A),YML086C,0
ALO1,pKB11.12.YML086C,7373.75,544.8257749,2,pKB11,12,6,21,94,T.delbrueckii,TDEL0E05230,Anc,T.phaffii(A),YML086C,0
ALO1,pKB11.5.YML086C,4850.5,1412.799349,2,pKB11,5,15,11,94,K.africana,KAFR0C02290,B,C.glabrata(B),YML086C,0
ALO1,pKB11.4.YML086C,2071.5,2843.276367,2,pKB11,4,2,3,94,S.kudriavzevii,Skud_16.75,A,K.africana(A),YML086C,0
ALO1,pKB11.13.YML086C,973,NA,1,pKB11,13,18,6,94,N.castellii,NCAS0A01090,A,K.africana(B),YML086C,0
ARB1,pKB11.17.YER036C,4089.75,457.144534,2,pKB11,17,19,8,85,N.dairenensis,NDAI0F01640,A,S.mikatae(A),YER036C,0
ARB1,pKB11.19.YER036C,18689,338.7041482,2,pKB11,19,10,9,85,N.dairenensis,NDAI0I01070,B,K.naganishii(A),YER036C,0
ARB1,pKB11.1.YER036C,6632.5,1837.770524,2,pKB11,1,1,2,85,S.bayanusvar.uvarum,Suva_16.102,A,S.bayanusvar.uvarum(A),YER036C,0
ARB1,pKB11.12.YER036C,30091,12072.43408,2,pKB11,12,6,21,85,T.delbrueckii,TDEL0E05230,Anc,T.phaffii(A),YER036C,0
ARB1,pKB11.6.YER036C,26855.5,1933.22994,2,pKB11,6,13,19,85,T.blattae,TBLA0B05310,B,T.phaffii(B),YER036C,0
ARB1,pKB11.5.YER036C,22326.25,4870.905062,2,pKB11,5,15,11,85,K.africana,KAFR0C02290,B,C.glabrata(B),YER036C,0
ARB1,pKB11.22.YER036C,2540,1322.289681,2,pKB11,22,22,23,85,H. sapiens,CSNK1A1,,H. sapiens(CSNK1A1),YER036C,0
ARB1,pKB11.15.YER036C,7692,2711.047399,2,pKB11,15,8,7,85,N.castellii,NCAS0D03820,B,T.blattae(B),YER036C,0
ARB1,pKB11.24.YER036C,4742,379.7163415,2,pKB11,24,24,25,85,H. sapiens,CSNK1A1L,,H. sapiens(CSNK1A1L),YER036C,0
ARB1,pKB11.23.YER036C,11113,3350.271929,2,pKB11,23,23,24,85,H. sapiens,CSNK1D,,H. sapiens(CSNK1D),YER036C,0
ARB1,pKB11.20.YER036C,26296.75,254.2048878,2,pKB11,20,12,16,85,T.phaffii,TPHA0E02830,A,V.polyspora(B),YER036C,0
ARB1,pKB11.13.YER036C,3167.5,395.9797975,2,pKB11,13,18,6,85,N.castellii,NCAS0A01090,A,K.africana(B),YER036C,0
ARB1,pKB11.7.YER036C,6435.5,63.63961031,2,pKB11,7,3,4,85,S.mikatae,Smik_6.409,A,T.blattae(A),YER036C,0
ARB1,pKB11.26.YER036C,4291.5,859.8418459,2,pKB11,26,26,26,85,Vehicle,Vehicle,,Vehicle,YER036C,0
ARB1,pKB11.21.YER036C,40724.75,4359.666859,2,pKB11,21,21,22,85,H. sapiens,CSNK1E,,H. sapiens(CSNK1E),YER036C,0
ARB1,pKB11.4.YER036C,7047.25,2451.892764,2,pKB11,4,2,3,85,S.kudriavzevii,Skud_16.75,A,K.africana(A),YER036C,0
ARB1,pKB11.18.YER036C,3486.75,351.0785169,2,pKB11,18,20,17,85,T.phaffii,TPHA0J02370,B,N.castellii(B),YER036C,0
ARB1,pKB11.9.YER036C,7147.5,414.3645738,2,pKB11,9,5,20,85,Z.rouxii,ZYRO0G08866g,Anc,N.dairenensis(B),YER036C,0
ARB1,pKB11.8.YER036C,4456.25,1658.518955,2,pKB11,8,17,12,85,K.naganishii,KNAG0D01130,A,K.naganishii(B),YER036C,0
ARB1,pKB11.10.YER036C,3640.25,1010.809144,2,pKB11,10,7,5,85,C.glabrata,CAGL0H03553g,B,S.kudriavzevii(A),YER036C,0
ARB1,pKB11.16.YER036C,7343.5,3169.252593,2,pKB11,16,11,15,85,V.polyspora,Kpol_1033.51,B,V.polyspora(A),YER036C,0
ARB1,pKB11.25.YER036C,6346.25,2950.403045,2,pKB11,25,4,1,85,S.cerevisiae,YPL204W,A,S.cerevisiae(A),YER036C,0
ARB1,pKB11.2.YER036C,29269.75,2051.670326,2,pKB11,2,16,10,85,K.africana,KAFR0K00320,A,Z.rouxii(Anc),YER036C,0
ARB1,pKB11.3.YER036C,5198.75,512.298863,2,pKB11,3,25,18,85,T.blattae,TBLA0A02040,A,N.dairenensis(A),YER036C,0
ARB1,pKB11.11.YER036C,20019.25,4709.684716,2,pKB11,11,9,13,85,K.naganishii,KNAG0F01980,B,T.delbrueckii(Anc),YER036C,0
ARB1,pKB11.14.YER036C,7217.5,410.1219331,2,pKB11,14,14,14,85,V.polyspora,Kpol_1002.53,A,N.castellii(A),YER036C,0
ARC15,pKB11.23.YIL062C,12160,2370.221931,2,pKB11,23,23,24,25,H. sapiens,CSNK1D,,H. sapiens(CSNK1D),YIL062C,0
ARC15,pKB11.8.YIL062C,24903,1277.741954,2,pKB11,8,17,12,25,K.naganishii,KNAG0D01130,A,K.naganishii(B),YIL062C,0
ARC15,pKB11.7.YIL062C,26898,738.2194796,2,pKB11,7,3,4,25,S.mikatae,Smik_6.409,A,T.blattae(A),YIL062C,0
ARC15,pKB11.17.YIL062C,3959.5,NA,1,pKB11,17,19,8,25,N.dairenensis,NDAI0F01640,A,S.mikatae(A),YIL062C,0
ARC15,pKB11.15.YIL062C,29126,4051.721856,2,pKB11,15,8,7,25,N.castellii,NCAS0D03820,B,T.blattae(B),YIL062C,0
ARC15,pKB11.6.YIL062C,52014.75,3544.372741,2,pKB11,6,13,19,25,T.blattae,TBLA0B05310,B,T.phaffii(B),YIL062C,0
ARC15,pKB11.20.YIL062C,50825.75,14.49568901,2,pKB11,20,12,16,25,T.phaffii,TPHA0E02830,A,V.polyspora(B),YIL062C,0
ARC15,pKB11.9.YIL062C,25074.5,1132.077957,2,pKB11,9,5,20,25,Z.rouxii,ZYRO0G08866g,Anc,N.dairenensis(B),YIL062C,0
ARC15,pKB11.21.YIL062C,28069.5,79.90306627,2,pKB11,21,21,22,25,H. sapiens,CSNK1E,,H. sapiens(CSNK1E),YIL062C,0
ARC15,pKB11.19.YIL062C,47959.75,921.7136893,2,pKB11,19,10,9,25,N.dairenensis,NDAI0I01070,B,K.naganishii(A),YIL062C,0
ARC15,pKB11.13.YIL062C,4065,NA,1,pKB11,13,18,6,25,N.castellii,NCAS0A01090,A,K.africana(B),YIL062C,0
ARC15,pKB11.25.YIL062C,26575,1885.146679,2,pKB11,25,4,1,25,S.cerevisiae,YPL204W,A,S.cerevisiae(A),YIL062C,0
ARC15,pKB11.16.YIL062C,6482.25,1985.202288,2,pKB11,16,11,15,25,V.polyspora,Kpol_1033.51,B,V.polyspora(A),YIL062C,0
ARC15,pKB11.12.YIL062C,53715,7842.52131,2,pKB11,12,6,21,25,T.delbrueckii,TDEL0E05230,Anc,T.phaffii(A),YIL062C,0
ARC15,pKB11.4.YIL062C,30775.75,418.9607679,2,pKB11,4,2,3,25,S.kudriavzevii,Skud_16.75,A,K.africana(A),YIL062C,0
ARC15,pKB11.2.YIL062C,61100.75,2785.647164,2,pKB11,2,16,10,25,K.africana,KAFR0K00320,A,Z.rouxii(Anc),YIL062C,0
ARC15,pKB11.14.YIL062C,27322,1163.190655,2,pKB11,14,14,14,25,V.polyspora,Kpol_1002.53,A,N.castellii(A),YIL062C,0
ARC15,pKB11.5.YIL062C,35994.5,11313.7085,2,pKB11,5,15,11,25,K.africana,KAFR0C02290,B,C.glabrata(B),YIL062C,0
ARC15,pKB11.18.YIL062C,9423,1091.77287,2,pKB11,18,20,17,25,T.phaffii,TPHA0J02370,B,N.castellii(B),YIL062C,0
ARC15,pKB11.26.YIL062C,5235.25,2138.64446,2,pKB11,26,26,26,25,Vehicle,Vehicle,,Vehicle,YIL062C,0
ARC15,pKB11.10.YIL062C,9148,2915.401259,2,pKB11,10,7,5,25,C.glabrata,CAGL0H03553g,B,S.kudriavzevii(A),YIL062C,0
ARC15,pKB11.22.YIL062C,3323.5,NA,1,pKB11,22,22,23,25,H. sapiens,CSNK1A1,,H. sapiens(CSNK1A1),YIL062C,0
ARC15,pKB11.24.YIL062C,3634.75,1852.97332,2,pKB11,24,24,25,25,H. sapiens,CSNK1A1L,,H. sapiens(CSNK1A1L),YIL062C,0
ARC15,pKB11.1.YIL062C,48468.25,4374.516102,2,pKB11,1,1,2,25,S.bayanusvar.uvarum,Suva_16.102,A,S.bayanusvar.uvarum(A),YIL062C,0
ARC15,pKB11.11.YIL062C,52054.25,12302.59733,2,pKB11,11,9,13,25,K.naganishii,KNAG0F01980,B,T.delbrueckii(Anc),YIL062C,0
ARC15,pKB11.3.YIL062C,61.5,NA,1,pKB11,3,25,18,25,T.blattae,TBLA0A02040,A,N.dairenensis(A),YIL062C,0
ARC18,pKB11.9.YLR370C,15915.75,4708.977609,2,pKB11,9,5,20,26,Z.rouxii,ZYRO0G08866g,Anc,N.dairenensis(B),YLR370C,0
ARC18,pKB11.25.YLR370C,7167.25,1951.261163,2,pKB11,25,4,1,26,S.cerevisiae,YPL204W,A,S.cerevisiae(A),YLR370C,0
ARC18,pKB11.4.YLR370C,12283.75,141.0678028,2,pKB11,4,2,3,26,S.kudriavzevii,Skud_16.75,A,K.africana(A),YLR370C,0
ARC18,pKB11.1.YLR370C,25995.5,1305.319118,2,pKB11,1,1,2,26,S.bayanusvar.uvarum,Suva_16.102,A,S.bayanusvar.uvarum(A),YLR370C,0
ARC18,pKB11.2.YLR370C,52569.25,7062.228977,2,pKB11,2,16,10,26,K.africana,KAFR0K00320,A,Z.rouxii(Anc),YLR370C,0
ARC18,pKB11.14.YLR370C,19447.25,3646.196117,2,pKB11,14,14,14,26,V.polyspora,Kpol_1002.53,A,N.castellii(A),YLR370C,0
ARC18,pKB11.16.YLR370C,3402.5,1019.647978,2,pKB11,16,11,15,26,V.polyspora,Kpol_1033.51,B,V.polyspora(A),YLR370C,0
ARC18,pKB11.15.YLR370C,21614,3399.769404,2,pKB11,15,8,7,26,N.castellii,NCAS0D03820,B,T.blattae(B),YLR370C,0
ARC18,pKB11.23.YLR370C,5078.75,2473.813074,2,pKB11,23,23,24,26,H. sapiens,CSNK1D,,H. sapiens(CSNK1D),YLR370C,0
ARC18,pKB11.7.YLR370C,9988.25,850.2959044,2,pKB11,7,3,4,26,S.mikatae,Smik_6.409,A,T.blattae(A),YLR370C,0
ARC18,pKB11.8.YLR370C,9420.5,3956.969548,2,pKB11,8,17,12,26,K.naganishii,KNAG0D01130,A,K.naganishii(B),YLR370C,0
ARC18,pKB11.6.YLR370C,43578.5,1013.284017,2,pKB11,6,13,19,26,T.blattae,TBLA0B05310,B,T.phaffii(B),YLR370C,0
ARC18,pKB11.22.YLR370C,1541.5,NA,1,pKB11,22,22,23,26,H. sapiens,CSNK1A1,,H. sapiens(CSNK1A1),YLR370C,0
ARC18,pKB11.24.YLR370C,3279,NA,1,pKB11,24,24,25,26,H. sapiens,CSNK1A1L,,H. sapiens(CSNK1A1L),YLR370C,0
ARC18,pKB11.19.YLR370C,37641,7218.853129,2,pKB11,19,10,9,26,N.dairenensis,NDAI0I01070,B,K.naganishii(A),YLR370C,0
ARC18,pKB11.11.YLR370C,40856.25,11777.21699,2,pKB11,11,9,13,26,K.naganishii,KNAG0F01980,B,T.delbrueckii(Anc),YLR370C,0
ARC18,pKB11.20.YLR370C,42662.75,3035.255858,2,pKB11,20,12,16,26,T.phaffii,TPHA0E02830,A,V.polyspora(B),YLR370C,0
ARC18,pKB11.17.YLR370C,1439,NA,1,pKB11,17,19,8,26,N.dairenensis,NDAI0F01640,A,S.mikatae(A),YLR370C,0
ARC18,pKB11.21.YLR370C,24888.5,1416.334883,2,pKB11,21,21,22,26,H. sapiens,CSNK1E,,H. sapiens(CSNK1E),YLR370C,0
ARC18,pKB11.5.YLR370C,15674,7660.794867,2,pKB11,5,15,11,26,K.africana,KAFR0C02290,B,C.glabrata(B),YLR370C,0
ARC18,pKB11.12.YLR370C,43684.75,7115.261986,2,pKB11,12,6,21,26,T.delbrueckii,TDEL0E05230,Anc,T.phaffii(A),YLR370C,0
ARC18,pKB11.3.YLR370C,3685.5,11.3137085,2,pKB11,3,25,18,26,T.blattae,TBLA0A02040,A,N.dairenensis(A),YLR370C,0
ARC18,pKB11.18.YLR370C,658.5,386.7874093,2,pKB11,18,20,17,26,T.phaffii,TPHA0J02370,B,N.castellii(B),YLR370C,0
ARC18,pKB11.10.YLR370C,1094.5,NA,1,pKB11,10,7,5,26,C.glabrata,CAGL0H03553g,B,S.kudriavzevii(A),YLR370C,0
ARC18,pKB11.26.YLR370C,3321.5,NA,1,pKB11,26,26,26,26,Vehicle,Vehicle,,Vehicle,YLR370C,0
ARC19,pKB11.7.YKL013C,5642,NA,1,pKB11,7,3,4,27,S.mikatae,Smik_6.409,A,T.blattae(A),YKL013C,0
ARC19,pKB11.6.YKL013C,22018,NA,1,pKB11,6,13,19,27,T.blattae,TBLA0B05310,B,T.phaffii(B),YKL013C,0
ARC19,pKB11.19.YKL013C,20692.5,NA,1,pKB11,19,10,9,27,N.dairenensis,NDAI0I01070,B,K.naganishii(A),YKL013C,0
ARC35,pKB11.14.YNR035C,8790.5,1704.127343,2,pKB11,14,14,14,28,V.polyspora,Kpol_1002.53,A,N.castellii(A),YNR035C,0
ARC35,pKB11.8.YNR035C,8045.5,2894.188055,2,pKB11,8,17,12,28,K.naganishii,KNAG0D01130,A,K.naganishii(B),YNR035C,0
ARC35,pKB11.15.YNR035C,11398.5,1448.861795,2,pKB11,15,8,7,28,N.castellii,NCAS0D03820,B,T.blattae(B),YNR035C,0
ARC35,pKB11.20.YNR035C,26462,178.1909089,2,pKB11,20,12,16,28,T.phaffii,TPHA0E02830,A,V.polyspora(B),YNR035C,0
ARC35,pKB11.9.YNR035C,8250,1341.381564,2,pKB11,9,5,20,28,Z.rouxii,ZYRO0G08866g,Anc,N.dairenensis(B),YNR035C,0
ARC35,pKB11.3.YNR035C,2213.5,243.2447327,2,pKB11,3,25,18,28,T.blattae,TBLA0A02040,A,N.dairenensis(A),YNR035C,0
ARC35,pKB11.5.YNR035C,6262,NA,1,pKB11,5,15,11,28,K.africana,KAFR0C02290,B,C.glabrata(B),YNR035C,0
ARC35,pKB11.12.YNR035C,31086.25,2835.851746,2,pKB11,12,6,21,28,T.delbrueckii,TDEL0E05230,Anc,T.phaffii(A),YNR035C,0
ARC35,pKB11.25.YNR035C,3946,721.2489168,2,pKB11,25,4,1,28,S.cerevisiae,YPL204W,A,S.cerevisiae(A),YNR035C,0
ARC35,pKB11.7.YNR035C,5354.5,96.16652224,2,pKB11,7,3,4,28,S.mikatae,Smik_6.409,A,T.blattae(A),YNR035C,0
ARC35,pKB11.2.YNR035C,42864,5404.417129,2,pKB11,2,16,10,28,K.africana,KAFR0K00320,A,Z.rouxii(Anc),YNR035C,0
ARC35,pKB11.21.YNR035C,14852,1293.298303,2,pKB11,21,21,22,28,H. sapiens,CSNK1E,,H. sapiens(CSNK1E),YNR035C,0
ARC35,pKB11.1.YNR035C,10585,1085.408909,2,pKB11,1,1,2,28,S.bayanusvar.uvarum,Suva_16.102,A,S.bayanusvar.uvarum(A),YNR035C,0
ARC35,pKB11.11.YNR035C,22253.25,3849.135763,2,pKB11,11,9,13,28,K.naganishii,KNAG0F01980,B,T.delbrueckii(Anc),YNR035C,0
ARC35,pKB11.19.YNR035C,21517.5,216.374675,2,pKB11,19,10,9,28,N.dairenensis,NDAI0I01070,B,K.naganishii(A),YNR035C,0
ARC35,pKB11.4.YNR035C,4071.5,NA,1,pKB11,4,2,3,28,S.kudriavzevii,Skud_16.75,A,K.africana(A),YNR035C,0
ARC35,pKB11.23.YNR035C,185,NA,1,pKB11,23,23,24,28,H. sapiens,CSNK1D,,H. sapiens(CSNK1D),YNR035C,0
ARC35,pKB11.6.YNR035C,30453.5,3218.042961,2,pKB11,6,13,19,28,T.blattae,TBLA0B05310,B,T.phaffii(B),YNR035C,0
ARC40,pKB11.16.YBR234C,22897.75,4494.017148,2,pKB11,16,11,15,29,V.polyspora,Kpol_1033.51,B,V.polyspora(A),YBR234C,0
ARC40,pKB11.9.YBR234C,55614,1542.906997,2,pKB11,9,5,20,29,Z.rouxii,ZYRO0G08866g,Anc,N.dairenensis(B),YBR234C,0
ARC40,pKB11.14.YBR234C,64459,4210.113775,2,pKB11,14,14,14,29,V.polyspora,Kpol_1002.53,A,N.castellii(A),YBR234C,0
ARC40,pKB11.5.YBR234C,59489.25,9016.67212,2,pKB11,5,15,11,29,K.africana,KAFR0C02290,B,C.glabrata(B),YBR234C,0
ARC40,pKB11.18.YBR234C,42195.25,10470.48366,2,pKB11,18,20,17,29,T.phaffii,TPHA0J02370,B,N.castellii(B),YBR234C,0
ARC40,pKB11.23.YBR234C,42026.25,3149.10005,2,pKB11,23,23,24,29,H. sapiens,CSNK1D,,H. sapiens(CSNK1D),YBR234C,0
ARC40,pKB11.25.YBR234C,50727.75,1568.716394,2,pKB11,25,4,1,29,S.cerevisiae,YPL204W,A,S.cerevisiae(A),YBR234C,0
ARC40,pKB11.17.YBR234C,1316.25,690.4897718,2,pKB11,17,19,8,29,N.dairenensis,NDAI0F01640,A,S.mikatae(A),YBR234C,0
ARC40,pKB11.11.YBR234C,80413.25,10267.54402,2,pKB11,11,9,13,29,K.naganishii,KNAG0F01980,B,T.delbrueckii(Anc),YBR234C,0
ARC40,pKB11.1.YBR234C,79288.25,1631.648898,2,pKB11,1,1,2,29,S.bayanusvar.uvarum,Suva_16.102,A,S.bayanusvar.uvarum(A),YBR234C,0
ARC40,pKB11.22.YBR234C,1719.75,2260.266826,2,pKB11,22,22,23,29,H. sapiens,CSNK1A1,,H. sapiens(CSNK1A1),YBR234C,0
ARC40,pKB11.12.YBR234C,83836.25,9495.383411,2,pKB11,12,6,21,29,T.delbrueckii,TDEL0E05230,Anc,T.phaffii(A),YBR234C,0
ARC40,pKB11.20.YBR234C,86744.25,1181.221878,2,pKB11,20,12,16,29,T.phaffii,TPHA0E02830,A,V.polyspora(B),YBR234C,0
ARC40,pKB11.2.YBR234C,95343.5,13251.18108,2,pKB11,2,16,10,29,K.africana,KAFR0K00320,A,Z.rouxii(Anc),YBR234C,0
ARC40,pKB11.15.YBR234C,63316,2087.379218,2,pKB11,15,8,7,29,N.castellii,NCAS0D03820,B,T.blattae(B),YBR234C,0
ARC40,pKB11.21.YBR234C,72859,3324.816085,2,pKB11,21,21,22,29,H. sapiens,CSNK1E,,H. sapiens(CSNK1E),YBR234C,0
ARC40,pKB11.6.YBR234C,92482.5,1882.318252,2,pKB11,6,13,19,29,T.blattae,TBLA0B05310,B,T.phaffii(B),YBR234C,0
ARC40,pKB11.19.YBR234C,79298,6095.260454,2,pKB11,19,10,9,29,N.dairenensis,NDAI0I01070,B,K.naganishii(A),YBR234C,0
ARC40,pKB11.10.YBR234C,20241.75,4568.26336,2,pKB11,10,7,5,29,C.glabrata,CAGL0H03553g,B,S.kudriavzevii(A),YBR234C,0
ARC40,pKB11.26.YBR234C,5616.25,1107.682773,2,pKB11,26,26,26,29,Vehicle,Vehicle,,Vehicle,YBR234C,0
ARC40,pKB11.4.YBR234C,55695.25,1898.228154,2,pKB11,4,2,3,29,S.kudriavzevii,Skud_16.75,A,K.africana(A),YBR234C,0
ARC40,pKB11.7.YBR234C,51316,4363.555947,2,pKB11,7,3,4,29,S.mikatae,Smik_6.409,A,T.blattae(A),YBR234C,0
ARC40,pKB11.24.YBR234C,8284.25,8375.32627,2,pKB11,24,24,25,29,H. sapiens,CSNK1A1L,,H. sapiens(CSNK1A1L),YBR234C,0
ARC40,pKB11.3.YBR234C,2080.25,2590.485693,2,pKB11,3,25,18,29,T.blattae,TBLA0A02040,A,N.dairenensis(A),YBR234C,0
ARC40,pKB11.8.YBR234C,39589.5,4549.52503,2,pKB11,8,17,12,29,K.naganishii,KNAG0D01130,A,K.naganishii(B),YBR234C,0
ARC40,pKB11.13.YBR234C,2016.25,1881.964698,2,pKB11,13,18,6,29,N.castellii,NCAS0A01090,A,K.africana(B),YBR234C,0
BNA3,pKB11.2.YJL060W,30722.75,4339.160763,2,pKB11,2,16,10,66,K.africana,KAFR0K00320,A,Z.rouxii(Anc),YJL060W,0
BNA3,pKB11.26.YJL060W,2312.75,2294.207952,2,pKB11,26,26,26,66,Vehicle,Vehicle,,Vehicle,YJL060W,0
BNA3,pKB11.5.YJL060W,12302,2247.185351,2,pKB11,5,15,11,66,K.africana,KAFR0C02290,B,C.glabrata(B),YJL060W,0
BNA3,pKB11.21.YJL060W,30692.75,2707.158312,2,pKB11,21,21,22,66,H. sapiens,CSNK1E,,H. sapiens(CSNK1E),YJL060W,0
BNA3,pKB11.7.YJL060W,7074.75,373.7059339,2,pKB11,7,3,4,66,S.mikatae,Smik_6.409,A,T.blattae(A),YJL060W,0
BNA3,pKB11.1.YJL060W,9571.5,185.2619767,2,pKB11,1,1,2,66,S.bayanusvar.uvarum,Suva_16.102,A,S.bayanusvar.uvarum(A),YJL060W,0
BNA3,pKB11.8.YJL060W,4679.5,456.0838739,2,pKB11,8,17,12,66,K.naganishii,KNAG0D01130,A,K.naganishii(B),YJL060W,0
BNA3,pKB11.20.YJL060W,18571.25,2340.169892,2,pKB11,20,12,16,66,T.phaffii,TPHA0E02830,A,V.polyspora(B),YJL060W,0
BNA3,pKB11.13.YJL060W,0,NA,1,pKB11,13,18,6,66,N.castellii,NCAS0A01090,A,K.africana(B),YJL060W,0
BNA3,pKB11.25.YJL060W,8367.5,502.0458146,2,pKB11,25,4,1,66,S.cerevisiae,YPL204W,A,S.cerevisiae(A),YJL060W,0
